ID,electricity_consumption,temperature_2m_max,temperature_2m_min,sunshine_duration,daylight_duration,wind_speed_10m_max,wind_direction_10m_dominant
cluster_3_2021-02-19,800.629,19.9,3.5,28941.77,38220.1,28.9,155.21015871010164
cluster_4_2021-02-19,1145.516,14.5,4.3,26640.73,37894.386666666665,27.0,185.6647380507769
cluster_1_2021-02-20,365.447,17.6,8.0,33064.72,37700.66333333334,31.4,166.33455141203405
cluster_2_2021-02-20,516.8,19.0,8.8,34273.49,38047.48666666667,31.8,152.85245462716372
cluster_3_2021-02-20,717.396,18.9,4.1,34288.12,38403.96,31.9,147.23409654737566
cluster_4_2021-02-20,992.126,17.7,6.3,34383.950000000004,38089.89333333333,29.9,179.34963261827178
cluster_1_2021-02-21,338.075,16.6,7.3,20278.27,37912.426666666666,21.3,156.6690803814741
cluster_2_2021-02-21,494.522,18.3,5.8,33262.573333333334,38246.29,50.1,146.71290129147874
cluster_3_2021-02-21,683.314,17.1,2.5,28670.53,38589.37,39.0,135.89484071036304
cluster_4_2021-02-21,933.785,17.1,6.9,34592.32666666667,38287.01666666666,24.4,169.6617424634694
cluster_1_2021-02-22,382.533,17.2,7.9,20754.666666666668,38125.69333333333,21.3,173.6620188463932
cluster_2_2021-02-22,564.09,17.2,7.7,24058.876666666667,38446.53333333333,46.0,155.71290129147874
cluster_3_2021-02-22,765.113,16.2,1.8,20944.236666666668,38776.16,41.7,153.77980740663324
cluster_4_2021-02-22,1052.24,17.8,5.1,20318.366666666665,38485.58666666666,22.4,174.3467386743466
cluster_1_2021-02-23,385.53,17.0,7.0,34455.916666666664,38340.293333333335,28.5,184.6677210568365
cluster_2_2021-02-23,545.012,18.6,8.5,29308.076666666664,38648.04666666667,31.6,174.10045910909443
cluster_3_2021-02-23,744.699,18.0,3.2,34966.29,38964.18,26.3,146.29983307930837
cluster_4_2021-02-23,1019.328,18.1,7.2,33799.76666666666,38685.426666666666,28.9,183.69205271019607
cluster_1_2021-02-24,371.707,17.8,8.8,34648.69666666666,38556.03333333333,27.6,179.67215408649344
cluster_2_2021-02-24,521.275,18.8,8.8,34728.96333333333,38850.66666666666,27.2,169.39929926176
cluster_3_2021-02-24,727.745,19.5,5.7,35099.026666666665,39153.26333333333,15.5,177.65891151524656
cluster_4_2021-02-24,1010.21,19.0,7.9,35173.54666666666,38886.37666666666,19.5,179.3726378915583
cluster_1_2021-02-25,375.472,17.4,5.5,27128.74666666667,38772.746666666666,16.8,247.9676308158381
cluster_2_2021-02-25,539.632,16.2,6.5,33219.433333333334,39054.23,21.1,195.2439671983608
cluster_3_2021-02-25,728.42,17.9,5.8,34471.25,39343.25,16.6,212.58581700749383
cluster_4_2021-02-25,1009.531,18.8,4.5,33841.89666666667,39088.27,18.3,196.70540196450835
cluster_1_2021-02-26,389.765,11.4,2.9,29960.173333333336,38990.26666666666,21.7,350.6667720173256
cluster_2_2021-02-26,547.539,13.1,2.5,22024.943333333333,39258.57,17.1,336.03429003822515
cluster_3_2021-02-26,745.775,15.1,4.4,17311.933333333334,39534.00666666667,22.7,352.2898387870532
cluster_4_2021-02-26,1032.744,16.5,3.6,29733.81666666667,39290.94333333333,22.0,340.32177352312004
cluster_1_2021-02-27,373.311,10.8,0.7,35195.113333333335,39208.42,19.1,41.00244214605814
cluster_2_2021-02-27,522.365,13.6,-0.7,32012.77,39463.52333333334,22.5,10.280636718109362
cluster_3_2021-02-27,722.719,15.1,2.1,34430.37666666666,39725.37,26.1,13.290176459838325
cluster_4_2021-02-27,1006.965,11.0,1.6,35169.59666666667,39494.23666666666,29.4,12.005798070806684
cluster_1_2021-02-28,359.939,10.9,1.3,35394.10666666667,39427.043333333335,20.3,68.0
cluster_2_2021-02-28,513.048,14.3,2.2,34900.49,39668.95666666667,30.8,78.39358573245893
cluster_3_2021-02-28,696.259,15.4,0.1,35849.793333333335,39917.2,29.4,73.05818978682437
cluster_4_2021-02-28,1002.482,12.0,1.0,35751.19,39698.00333333333,20.6,26.073255073947923
cluster_1_2021-03-01,397.998,14.6,0.3,35569.793333333335,39645.97666666667,14.0,93.66833223968412
cluster_2_2021-03-01,555.929,15.6,1.4,35916.03,39874.69,30.7,88.86403537028502
cluster_3_2021-03-01,752.281,17.4,-1.5,36215.81333333333,40109.34,22.3,83.23706286562914
cluster_4_2021-03-01,1112.128,16.4,0.8,35901.43666666667,39902.09333333333,12.0,82.25448046137818
cluster_1_2021-03-02,389.409,17.1,0.9,35583.986666666664,39865.06,11.6,126.32919230897136
cluster_2_2021-03-02,563.152,17.5,0.9,35916.25666666666,40080.583333333336,31.3,122.66544858796595
cluster_3_2021-03-02,768.651,18.2,-0.9,36034.33666666667,40301.670000000006,24.7,123.65731657806552
cluster_4_2021-03-02,1113.031,16.7,1.4,36081.84666666667,40106.34333333333,20.7,151.3156106465579
cluster_1_2021-03-03,379.015,16.0,3.4,35142.183333333334,40084.13333333333,13.3,178.28048857461255
cluster_2_2021-03-03,558.414,16.4,2.2,34918.15666666667,40286.496666666666,22.0,186.4927172140776
cluster_3_2021-03-03,771.977,18.8,0.4,36254.47666666666,40494.03,12.4,150.47993883519715
cluster_4_2021-03-03,1090.2,17.3,2.6,35972.67333333333,40310.61666666667,16.7,195.1764303266125
cluster_1_2021-03-04,384.195,11.3,5.3,27668.99333333333,40303.043333333335,18.8,309.6908462568088
cluster_2_2021-03-04,557.93,16.7,3.9,20285.56,40492.27333333333,17.0,335.6800893018955
cluster_3_2021-03-04,771.7,17.1,4.1,33918.48,40686.28333333333,12.3,185.345442468712
cluster_4_2021-03-04,1086.333,15.0,2.3,33546.84333333333,40514.76,15.9,250.248001147108
cluster_1_2021-03-05,412.04,6.3,1.8,14312.703333333331,40521.64333333333,20.2,37.71867207862008
cluster_2_2021-03-05,573.082,14.8,-0.2,28882.783333333336,40697.76666666666,19.9,3.033661697345009
cluster_3_2021-03-05,777.994,15.4,2.9,21972.38,40878.3,19.9,359.1125558009765
cluster_4_2021-03-05,1141.822,11.5,3.5,13044.993333333332,40718.64000000001,24.2,11.239206572958102
cluster_1_2021-03-06,385.065,8.4,-1.8,36584.96333333334,40739.77333333334,20.0,57.332753728081
cluster_2_2021-03-06,552.198,11.5,-2.8,35798.756666666675,40902.83666666667,19.0,23.596088508680705
cluster_3_2021-03-06,750.2,14.8,-2.5,33040.94666666666,41069.94,19.3,41.92093584536943
cluster_4_2021-03-06,1085.41,9.7,-0.5,35371.06666666667,40922.1,20.9,27.65730041104236
cluster_1_2021-03-07,371.628,8.2,-3.8,36686.73666666666,40957.276666666665,20.4,37.333803720448365
cluster_2_2021-03-07,541.73,12.1,-4.0,30093.29666666668,41107.34,14.3,28.67099042297873
cluster_3_2021-03-07,726.612,14.9,-2.7,26003.506666666664,41261.066666666666,23.3,31.50000000000025
cluster_4_2021-03-07,1062.777,11.7,-3.2,28071.786666666667,41125.00333333333,11.8,27.62041243686709
cluster_1_2021-03-08,428.727,7.8,-3.4,36608.21666666667,41174.02,11.9,36.67152760742244
cluster_2_2021-03-08,602.651,13.1,-1.9,33210.72666666667,41311.13333333333,16.4,358.33997963851965
cluster_3_2021-03-08,792.201,13.5,-2.6,29974.15,41451.55,16.3,31.981833381715948
cluster_4_2021-03-08,1175.855,12.2,-2.0,36733.72666666666,41327.2,17.4,3.751842078190225
cluster_1_2021-03-09,435.14,11.3,-0.7,33432.57666666667,41390.05,16.6,311.9993901614561
cluster_2_2021-03-09,609.232,11.2,-0.7,32610.52,41514.27,20.6,306.7101612129468
cluster_3_2021-03-09,826.291,14.8,-2.5,35338.49,41641.43333333333,28.3,333.33227894316343
cluster_4_2021-03-09,1182.328,11.1,-0.5,34737.45333333333,41528.75666666667,17.5,333.0453709981796
cluster_1_2021-03-10,432.847,11.1,-0.2,8174.05,41606.99,33.8,198.99182459338184
cluster_2_2021-03-10,621.359,12.6,-0.5,20669.01,41718.276666666665,33.5,223.83142202731108
cluster_3_2021-03-10,817.696,14.9,-0.6,34412.89666666667,41832.14333333333,27.6,232.43375040799384
cluster_4_2021-03-10,1189.219,12.1,0.5,27008.446666666667,41731.18,28.5,242.12008694607024
cluster_1_2021-03-11,410.65,13.5,6.5,31823.626666666667,41825.10666666667,41.3,240.0042766920885
cluster_2_2021-03-11,559.155,18.5,6.7,26645.176666666663,41923.39666666667,49.1,242.91135722525863
cluster_3_2021-03-11,789.525,15.3,6.6,14608.193333333336,42023.91,32.3,237.48427402868745
cluster_4_2021-03-11,1120.93,15.0,7.0,15123.226666666667,41934.71,36.2,213.9495004445737
cluster_1_2021-03-12,404.016,10.2,5.2,18637.256666666668,42044.25333333333,37.2,238.3332957195608
cluster_2_2021-03-12,565.66,12.6,4.2,17476.539999999997,42129.496666666666,38.4,250.0526555389028
cluster_3_2021-03-12,770.068,14.1,4.8,32992.49,42216.59666666667,31.0,258.6817047494507
cluster_4_2021-03-12,1126.665,12.7,3.3,31750.28,42139.22,32.6,248.5112534394544
cluster_1_2021-03-13,375.821,9.7,4.2,27260.923333333336,42264.29666666667,41.4,245.67230796817603
cluster_2_2021-03-13,518.902,14.5,4.5,28621.766666666663,42336.44,49.6,248.2840347878764
cluster_3_2021-03-13,732.428,13.5,5.9,21997.83,42410.09,38.5,250.44789024179616
cluster_4_2021-03-13,1039.856,13.7,4.7,20885.716666666667,42344.56333333333,39.3,219.84260381197385
cluster_1_2021-03-14,366.098,10.7,2.2,31580.006666666664,42485.08666666667,29.7,278.6731989365752
cluster_2_2021-03-14,509.312,11.4,2.7,36401.75333333333,42544.096666666665,28.5,281.6207781443288
cluster_3_2021-03-14,708.146,12.9,3.4,29104.013333333336,42604.25666666666,37.2,283.5003800240527
cluster_4_2021-03-14,1033.025,10.8,2.0,33042.869999999995,42550.62333333333,30.6,287.8960906389829
cluster_1_2021-03-15,401.516,11.4,4.6,32693.02666666666,42706.496666666666,31.2,304.3332279826744
cluster_2_2021-03-15,598.993,11.7,4.2,23964.10666666667,42752.34666666667,29.0,295.6460158106256
cluster_3_2021-03-15,791.753,15.4,3.3,30535.45333333333,42798.973333333335,40.8,290.0911244164142
cluster_4_2021-03-15,1134.019,11.0,3.4,19959.353333333336,42757.27,26.0,299.6745232343287
cluster_1_2021-03-16,397.452,11.9,1.3,3638.54,42928.386666666665,25.6,295.6796791313864
cluster_2_2021-03-16,573.969,12.1,1.6,11648.703333333331,42961.043333333335,31.8,298.0
cluster_3_2021-03-16,799.272,14.4,3.2,32161.213333333333,42994.130000000005,48.9,312.0336332952488
cluster_4_2021-03-16,1193.852,10.0,2.0,15824.173333333334,42964.36666666667,23.4,321.9415351919061
cluster_1_2021-03-17,399.013,9.8,3.5,17032.04333333333,43150.61666666667,34.7,347.9953988673973
cluster_2_2021-03-17,563.811,10.5,4.2,7453.476666666666,43170.066666666666,35.6,333.7452257534712
cluster_3_2021-03-17,790.187,13.9,2.5,33172.32,43189.58666666667,41.5,335.64280415930483
cluster_4_2021-03-17,1215.431,9.8,3.5,12399.036666666669,43171.78,30.3,343.332753728081
cluster_1_2021-03-18,413.82,8.3,2.9,5284.803333333333,43373.05,25.3,351.3309196185259
cluster_2_2021-03-18,604.676,9.3,2.6,9893.44,43379.293333333335,20.3,340.4560708968607
cluster_3_2021-03-18,819.234,12.7,-1.7,30328.783333333336,43385.24,26.0,354.6315507269035
cluster_4_2021-03-18,1231.373,7.7,1.0,22769.446666666667,43379.39666666667,25.9,349.3331262999033
cluster_1_2021-03-19,409.861,8.9,1.6,37542.676666666666,43595.566666666666,29.6,29.332990578132705
cluster_2_2021-03-19,598.874,8.8,2.0,29291.923333333336,43588.583333333336,31.6,358.6589608914175
cluster_3_2021-03-19,846.745,10.7,0.8,22492.87,43580.95,28.0,17.325035468067696
cluster_4_2021-03-19,1207.488,9.0,1.4,36384.60333333333,43587.08,32.4,12.082771772116558
cluster_1_2021-03-20,372.44,9.3,-1.7,39630.59333333333,43818.02,16.9,6.672307968176023
cluster_2_2021-03-20,559.115,9.8,-1.0,40174.65,43797.82000000001,19.3,354.27105284711024
cluster_3_2021-03-20,789.304,12.0,-2.0,39787.65,43776.60333333333,21.4,7.336235002198956
cluster_4_2021-03-20,1122.259,8.2,-1.3,40153.763333333336,43794.706666666665,29.9,9.015906797443542
cluster_1_2021-03-21,365.345,10.7,0.6,23580.74666666667,44040.276666666665,22.0,345.3397530942578
cluster_2_2021-03-21,542.143,11.2,0.6,22040.34333333333,44006.86666666667,26.1,334.0527005018419
cluster_3_2021-03-21,760.279,14.2,0.4,28591.686666666665,43972.08666666667,37.8,321.511195139665
cluster_4_2021-03-21,1073.285,11.3,-0.2,23374.95,44002.14666666667,32.4,346.3332279826744
cluster_1_2021-03-22,408.066,9.8,-0.7,23209.693333333333,44262.20333333333,15.8,17.51236769887612
cluster_2_2021-03-22,587.631,12.6,1.0,28517.766666666663,44215.600000000006,20.7,337.7832152349112
cluster_3_2021-03-22,800.817,15.5,1.9,30570.56333333333,44167.26666666666,25.4,342.995106749009
cluster_4_2021-03-22,1184.302,9.3,1.8,27407.016666666663,44209.27666666667,29.2,7.063184941180031
cluster_1_2021-03-23,395.153,13.5,1.3,40343.10333333333,44483.65333333333,11.7,209.67295752234
cluster_2_2021-03-23,569.995,15.0,0.7,39857.84666666667,44423.886666666665,11.9,264.50400232968514
cluster_3_2021-03-23,781.491,16.6,0.8,35683.02,44362.02666666667,23.3,52.40088759582043
cluster_4_2021-03-23,1150.517,12.8,1.5,40885.9,44415.96,18.5,3.999999999999994
cluster_1_2021-03-24,382.434,16.2,1.3,39804.81333333333,44704.50666666666,14.4,215.099784003443
cluster_2_2021-03-24,549.724,18.1,0.5,40985.58,44631.60333333333,16.3,233.35447498809205
cluster_3_2021-03-24,754.889,18.4,-1.7,40827.00333333333,44556.24333333334,18.0,257.6168900707998
cluster_4_2021-03-24,1092.201,16.9,1.7,41091.81,44622.07333333333,14.3,239.8806368159028
cluster_1_2021-03-25,372.321,13.4,3.6,27215.09333333333,44924.62,17.9,244.3432288401333
cluster_2_2021-03-25,521.331,14.6,4.8,31572.406666666662,44838.60999999999,18.9,259.5836226644527
cluster_3_2021-03-25,737.039,15.6,3.1,35078.170000000006,44749.793333333335,13.8,248.10520480365383
cluster_4_2021-03-25,1067.295,16.4,2.2,34032.886666666665,44827.47666666666,14.7,285.55693179824584
cluster_1_2021-03-26,370.418,13.8,4.3,34857.58666666667,45143.84666666667,33.5,214.0082643074633
cluster_2_2021-03-26,527.755,18.6,2.4,34436.77333333334,45044.78333333333,30.6,202.48213719593537
cluster_3_2021-03-26,722.148,16.6,4.1,31964.256666666668,44942.54666666667,23.7,195.4304458705999
cluster_4_2021-03-26,1058.646,16.5,3.1,34445.66,45032.05666666667,30.1,204.76535735690948
cluster_1_2021-03-27,335.417,11.8,3.8,38736.566666666666,45362.05666666666,28.9,248.0
cluster_2_2021-03-27,479.172,13.7,3.0,35272.526666666665,45249.99,30.6,272.49998339211254
cluster_3_2021-03-27,662.593,16.9,4.3,40477.83,45134.38333333333,25.5,300.6004810884469
cluster_4_2021-03-27,975.009,12.8,3.8,37771.11666666667,45235.66666666666,26.4,284.1203566036132
cluster_1_2021-03-28,327.945,14.9,3.9,41644.33,45579.09333333333,18.9,211.3332957195608
cluster_2_2021-03-28,459.03,19.6,1.3,41050.943333333336,45454.083333333336,28.6,185.6500562428804
cluster_3_2021-03-28,637.116,20.3,2.7,41022.35333333333,45325.17333333333,15.5,156.3012835059131
cluster_4_2021-03-28,899.826,16.0,1.9,41763.543333333335,45438.17333333334,19.2,239.032867487295
cluster_1_2021-03-29,340.024,20.6,3.4,42082.69,45795.013333333336,11.6,181.3355063838089
cluster_2_2021-03-29,478.734,21.0,2.7,42102.22666666667,45657.11666666666,24.2,158.34501104827777
cluster_3_2021-03-29,670.641,22.7,3.8,41669.23333333334,45514.956666666665,16.6,148.96762066559182
cluster_4_2021-03-29,978.089,20.8,2.9,41888.64333333333,45639.62666666667,14.5,175.35341515875226
cluster_1_2021-03-30,321.204,23.1,4.2,42255.18333333333,46011.33,13.6,138.7036573371799
cluster_2_2021-03-30,456.309,23.2,3.1,42298.113333333335,45860.513333333336,24.0,130.3833598361679
cluster_3_2021-03-30,654.134,24.9,2.7,41911.100000000006,45705.06,15.8,115.41208684331468
cluster_4_2021-03-30,939.314,23.0,5.8,42025.5,45841.42333333334,15.6,131.8779871443331
cluster_1_2021-03-31,309.759,23.8,7.1,42423.12333333333,46228.3,13.1,161.35758938316528
cluster_2_2021-03-31,442.765,23.8,5.9,42456.18,46064.50333333333,23.6,146.82980399899554
cluster_3_2021-03-31,637.496,26.1,6.4,42138.60666666667,45895.7,17.5,198.5652880491545
cluster_4_2021-03-31,912.005,24.2,7.2,42167.03,46043.81333333333,20.2,177.3143603169768
cluster_1_2021-04-01,307.381,23.3,7.5,42579.69,46445.79,20.8,41.07265057722575
cluster_2_2021-04-01,450.991,24.4,6.2,42614.28666666667,46268.973333333335,23.8,68.92119415482958
cluster_3_2021-04-01,631.325,24.9,6.8,42188.11666666667,46086.77333333334,16.4,295.145909411047
cluster_4_2021-04-01,906.963,23.6,7.1,42323.91333333333,46246.66666666666,17.1,157.53258586589237
cluster_1_2021-04-02,302.758,12.3,4.7,42741.88999999999,46663.67333333333,28.7,30.68162730584508
cluster_2_2021-04-02,446.977,21.6,2.5,40047.83666666666,46473.79666666667,25.8,58.285820740368
cluster_3_2021-04-02,604.038,25.5,6.6,42461.59333333333,46278.16,21.2,13.999999999999998
cluster_4_2021-04-02,917.302,22.5,5.8,42432.98333333334,46449.87333333333,24.3,9.341077750721691
cluster_1_2021-04-03,297.255,10.4,3.6,27584.996666666662,46881.82666666666,25.1,34.672154086493435
cluster_2_2021-04-03,451.977,19.1,3.9,33701.52333333334,46678.85333333333,27.0,359.0320236081721
cluster_3_2021-04-03,591.162,19.0,4.2,40674.00333333333,46469.73333333334,23.4,358.7384323771475
cluster_4_2021-04-03,881.488,13.7,2.9,41177.39333333333,46653.3,32.1,13.598328489361435
cluster_1_2021-04-04,291.887,11.3,1.1,43010.793333333335,47100.11666666667,17.6,12.047430606149367
cluster_2_2021-04-04,434.144,16.6,2.2,38895.38333333333,46884.02,18.4,337.9076033732926
cluster_3_2021-04-04,588.761,18.5,1.8,41352.83,46661.39666666667,16.6,348.7542085246823
cluster_4_2021-04-04,892.051,15.2,1.7,42805.02,46856.83,18.9,3.38896038056294
cluster_1_2021-04-05,315.943,9.6,-0.3,24154.536666666667,47318.41333333333,26.6,318.3709687270506
cluster_2_2021-04-05,448.844,18.1,1.5,29773.956666666665,47089.176666666666,29.6,304.815566850295
cluster_3_2021-04-05,612.062,18.2,0.9,35244.026666666665,46853.01333333333,30.2,279.4643493895731
cluster_4_2021-04-05,950.98,18.6,1.2,29481.176666666663,47060.34,30.0,318.6299884575716
cluster_1_2021-04-06,398.211,6.6,-2.7,41078.43,47536.583333333336,26.6,311.0
cluster_2_2021-04-06,547.56,12.4,-2.6,38446.66999999999,47294.193333333336,26.3,313.32192997875893
cluster_3_2021-04-06,722.286,15.2,-2.1,42820.996666666666,47044.47666666666,50.9,320.02999807815735
cluster_4_2021-04-06,1130.73,8.0,-2.3,43221.37,47263.7,28.2,332.0
cluster_1_2021-04-07,412.738,8.2,-2.7,30603.27666666667,47754.49333333334,23.7,290.9991869439127
cluster_2_2021-04-07,578.081,11.2,-2.6,36961.31,47498.94333333333,25.1,303.6451145236348
cluster_3_2021-04-07,786.878,12.5,-0.5,35824.55,47235.66,40.7,333.8834745439438
cluster_4_2021-04-07,1176.725,8.9,-2.5,41273.08,47466.79,21.3,318.32434809439377
cluster_1_2021-04-08,393.401,11.7,1.4,39794.27666666667,47972.00333333333,10.5,153.93813279660168
cluster_2_2021-04-08,555.136,17.7,-0.1,43356.386666666665,47703.29666666667,20.9,174.5751305866955
cluster_3_2021-04-08,769.643,19.1,0.9,39630.693333333336,47426.45,15.7,189.5
cluster_4_2021-04-08,1128.922,14.3,-1.9,41194.18,47669.48,16.3,166.7350284632563
cluster_1_2021-04-09,374.348,16.4,1.5,33200.62333333334,48188.97333333333,18.8,228.0
cluster_2_2021-04-09,529.9,18.2,2.9,30578.31333333333,47907.12333333333,29.9,190.08248883403496
cluster_3_2021-04-09,727.32,18.8,0.2,35478.25,47616.706666666665,26.2,161.88736265904564
cluster_4_2021-04-09,1054.293,17.0,2.4,36208.38333333333,47871.630000000005,37.2,193.9864971376477
cluster_1_2021-04-10,320.245,14.0,5.3,1524.9766666666667,48405.27333333332,24.7,17.999999999999993
cluster_2_2021-04-10,482.238,17.9,5.0,15514.08,48110.28,28.0,131.66735692467856
cluster_3_2021-04-10,652.859,19.9,8.4,20627.673333333336,47806.31333333333,29.3,160.78998066896742
cluster_4_2021-04-10,946.056,16.0,7.0,20799.45,48073.113333333335,32.1,199.24703440918228
cluster_1_2021-04-11,323.546,10.7,1.6,29296.346666666668,48620.743333333325,24.3,359.41110083735094
cluster_2_2021-04-11,483.259,12.6,0.8,17851.896666666667,48312.636666666665,26.4,330.02317895364547
cluster_3_2021-04-11,645.147,17.5,4.5,26778.803333333333,47995.14000000001,28.9,238.9477163029352
cluster_4_2021-04-11,948.649,17.1,3.9,9439.42,48273.79,31.0,250.16995658582013
cluster_1_2021-04-12,385.583,10.2,-1.9,34111.41,48835.23666666666,23.6,292.3227271916881
cluster_2_2021-04-12,566.054,12.1,-0.9,37713.72,48514.06,20.9,310.53056046639057
cluster_3_2021-04-12,739.05,13.8,2.7,40650.223333333335,48183.05333333334,51.8,337.91635831388726
cluster_4_2021-04-12,1110.348,10.6,0.0,38867.630000000005,48473.52333333334,29.9,334.51769587450764
cluster_1_2021-04-13,385.872,10.3,-1.9,44590.05666666667,49048.60666666667,16.5,45.09462369531091
cluster_2_2021-04-13,564.449,15.1,-3.4,43963.28333333333,48714.4,18.0,1.021009262425613
cluster_3_2021-04-13,752.567,16.9,-0.1,42295.35333333333,48369.91666666666,41.1,17.789587841733574
cluster_4_2021-04-13,1116.271,12.0,0.4,43826.97,48672.17333333333,24.2,16.079875895474196
cluster_1_2021-04-14,383.29,10.3,-2.6,43957.72333333333,49260.7,21.6,28.987744398637552
cluster_2_2021-04-14,549.715,16.0,-0.6,44431.14000000001,48913.496666666666,21.9,18.485310632513563
cluster_3_2021-04-14,751.289,16.1,-1.7,44093.22,48555.59666666667,26.0,65.5783149648582
cluster_4_2021-04-14,1110.625,12.8,-0.5,43648.91333333333,48869.58666666667,22.3,15.602613996387593
cluster_1_2021-04-15,388.747,9.7,-1.4,44772.93333333334,49471.35666666667,25.5,32.6668737000967
cluster_2_2021-04-15,549.206,15.7,-0.3,44228.49666666667,49111.22666666666,20.7,20.96305649336792
cluster_3_2021-04-15,758.489,15.0,-0.5,44816.55,48739.95,21.4,61.8280744237932
cluster_4_2021-04-15,1113.078,11.2,-0.1,45032.77,49065.62333333333,22.3,15.91194466624782
cluster_1_2021-04-16,387.439,10.1,-1.0,28834.92,49680.41,23.2,33.33329571956083
cluster_2_2021-04-16,548.52,13.7,0.3,27026.15333333333,49307.41666666666,23.4,11.379616175060193
cluster_3_2021-04-16,768.04,14.4,0.9,39268.66333333333,48922.833333333336,21.5,56.20396579020827
cluster_4_2021-04-16,1112.23,11.3,0.7,31956.426666666663,49260.12333333333,26.3,14.88931137512114
cluster_1_2021-04-17,335.958,12.7,2.9,44148.06,49887.693333333336,23.7,15.665687813971584
cluster_2_2021-04-17,496.064,12.6,1.8,38584.98333333333,49501.91666666666,23.1,353.6042970896733
cluster_3_2021-04-17,720.422,13.0,2.9,18467.166666666668,49104.1,20.1,19.313359235049774
cluster_4_2021-04-17,987.244,13.3,0.8,37600.91333333333,49452.93666666667,24.8,7.742246242499605
cluster_1_2021-04-18,314.98,13.4,1.4,41543.99,50093.23,15.0,9.639962776289131
cluster_2_2021-04-18,466.809,15.1,2.3,35189.07666666667,49694.743333333325,19.3,337.9789907375744
cluster_3_2021-04-18,666.285,16.9,5.0,39479.71,49283.76666666666,21.5,345.0030236936872
cluster_4_2021-04-18,939.132,13.8,1.5,20903.596666666668,49644.08,20.7,357.27316055093206
cluster_1_2021-04-19,350.684,15.6,-0.2,45701.53333333333,50298.49,16.8,17.000000000000004
cluster_2_2021-04-19,502.324,18.0,0.4,44360.97333333333,49887.28,12.6,5.798282012013258
cluster_3_2021-04-19,713.362,19.5,2.5,39032.75,49463.12,20.1,291.52783857958195
cluster_4_2021-04-19,1015.876,16.2,1.7,44747.77333333334,49834.920000000006,14.8,347.67197250822727
cluster_1_2021-04-20,343.669,16.6,1.9,45509.86000000001,50503.7,14.6,47.67452323432872
cluster_2_2021-04-20,490.554,19.6,2.0,33200.840000000004,50079.74333333334,18.8,82.89232490782717
cluster_3_2021-04-20,700.202,18.8,2.3,34958.46,49642.35333333333,11.1,31.65891151524654
cluster_4_2021-04-20,992.542,18.1,3.9,44607.07333333333,50025.66666666666,9.7,27.90161459179778
cluster_1_2021-04-21,336.654,17.2,5.3,46073.47666666666,50708.73666666666,20.5,34.66391181440699
cluster_2_2021-04-21,478.181,19.1,5.3,44927.246666666666,50272.0,22.3,68.64204900273614
cluster_3_2021-04-21,681.085,19.3,4.0,38890.94666666666,49821.35,19.8,55.18777508947881
cluster_4_2021-04-21,969.961,17.6,4.1,39994.22,50216.2,19.1,54.25327577738577
cluster_1_2021-04-22,323.002,16.2,4.0,46864.07333333333,50913.443333333336,19.0,54.07449058474448
cluster_2_2021-04-22,467.887,19.6,1.9,45844.213333333326,50463.91333333333,28.5,70.6647175488219
cluster_3_2021-04-22,661.228,22.3,7.3,45896.246666666666,49999.99,21.5,79.77584292855005
cluster_4_2021-04-22,958.435,20.0,5.1,46269.51,50406.380000000005,19.1,28.372503256309383
cluster_1_2021-04-23,306.084,18.5,2.9,47089.99333333334,51117.676666666666,18.6,80.44024178906996
cluster_2_2021-04-23,446.791,23.6,1.4,46458.27,50655.35,24.5,81.3973860036124
cluster_3_2021-04-23,644.453,25.6,3.2,46334.98666666666,50178.13,20.5,42.03750768374216
cluster_4_2021-04-23,937.679,21.6,4.4,46467.043333333335,50596.06333333333,17.6,26.23941483028281
cluster_1_2021-04-24,260.681,18.3,4.0,46629.00666666666,51321.29666666666,19.7,63.06143929874169
cluster_2_2021-04-24,388.047,24.2,4.0,46090.543333333335,50846.170000000006,29.9,81.51037881796691
cluster_3_2021-04-24,584.674,27.1,3.4,46092.113333333335,50355.64333333333,18.4,91.9647331102278
cluster_4_2021-04-24,835.449,24.2,5.0,46350.27666666667,50785.12666666667,18.8,72.279931239235
cluster_1_2021-04-25,242.868,15.7,4.5,46466.69,51524.13333333333,28.7,49.667622224210845
cluster_2_2021-04-25,373.734,20.0,3.7,42920.05666666666,51036.22666666666,25.9,71.81263667142974
cluster_3_2021-04-25,557.841,22.5,6.1,38185.49,50532.39666666667,23.3,93.9624057282958
cluster_4_2021-04-25,803.913,23.7,6.5,45003.93666666667,50973.40666666667,27.2,64.70495296109748
cluster_1_2021-04-26,299.321,17.4,4.0,47698.21,51726.04,28.1,46.355936000324064
cluster_2_2021-04-26,449.82,19.5,2.1,31698.320000000003,51225.36666666667,26.4,68.3186107580427
cluster_3_2021-04-26,631.216,21.2,5.0,29430.516666666663,50708.25,25.5,73.10150591664778
cluster_4_2021-04-26,918.639,20.5,5.1,37187.89666666667,51160.77,23.3,60.82209320940121
cluster_1_2021-04-27,315.027,18.0,2.8,47903.780000000006,51926.85333333333,16.6,23.319893875700803
cluster_2_2021-04-27,461.66,19.9,2.9,34976.15666666666,51413.44666666666,16.1,53.75516878101626
cluster_3_2021-04-27,645.973,19.1,4.5,30895.23,50883.05666666667,22.2,59.57316949263407
cluster_4_2021-04-27,926.71,21.2,4.1,43984.363333333335,51347.06333333333,15.4,5.687589179728464
